observation,vintage,version,value,basis
2023 MAR,2023-06-12,93,3.8,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 MAR,2024-02-13,97,3.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 MAY,2023-08-14,95,4.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 NOV,2024-02-13,97,3.8,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 NOV,2024-12-17,107,3.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 OCT,2024-02-13,97,3.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 OCT,2024-12-17,107,4.0,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2023 SEP,2024-02-13,97,4.0,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 APR,2024-07-17,102,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 AUG,2024-11-12,106,4.3,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 DEC,2025-03-20,110,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 FEB,2024-05-13,100,4.3,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 JAN,2024-04-15,99,4.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 JUL,2024-10-14,105,4.0,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 JUL,2024-12-17,107,4.1,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 JUN,2024-09-09,104,4.1,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 JUN,2024-12-17,107,4.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 MAR,2024-06-10,101,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 MAY,2024-08-12,103,4.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 NOV,2025-02-18,109,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 OCT,2025-01-21,108,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 SEP,2024-12-17,107,4.3,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2024 SEP,2026-07-20,126,4.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 APR,2025-07-16,114,4.7,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 AUG,2025-11-11,118,5.0,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 DEC,2026-03-19,122,5.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 FEB,2025-05-12,112,4.5,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 FEB,2026-07-20,126,4.6,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 JAN,2025-04-14,111,4.4,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 JAN,2026-07-20,126,4.5,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 JUL,2025-10-13,117,4.8,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 JUN,2025-09-15,116,4.7,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 MAR,2025-06-09,113,4.6,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 MAY,2025-08-11,115,4.7,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 NOV,2026-02-17,121,5.2,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 OCT,2026-01-20,120,5.1,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2025 SEP,2025-12-16,119,5.1,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2026 APR,2026-07-20,126,4.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2026 FEB,2026-05-18,124,5.0,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2026 JAN,2026-04-20,123,4.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2026 MAR,2026-06-17,125,4.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2026 MAY,2026-08-17,127,4.9,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
