observation,vintage,version,value,basis
1993 SEP,2015-10-13,1,10.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 APR,2015-10-13,1,9.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 AUG,2015-10-13,1,9.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 DEC,2015-10-13,1,8.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 FEB,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 JAN,2015-10-13,1,10.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 JUL,2015-10-13,1,9.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 JUN,2015-10-13,1,9.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 MAR,2015-10-13,1,9.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 MAY,2015-10-13,1,9.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 NOV,2015-10-13,1,9.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 OCT,2015-10-13,1,9.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1994 SEP,2015-10-13,1,9.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 APR,2015-10-13,1,8.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 AUG,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 DEC,2015-10-13,1,8.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 FEB,2015-10-13,1,8.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 JAN,2015-10-13,1,8.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 JUL,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 JUN,2015-10-13,1,8.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 MAR,2015-10-13,1,8.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 MAY,2015-10-13,1,8.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 NOV,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 OCT,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1995 SEP,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 APR,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 AUG,2015-10-13,1,8.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 DEC,2015-10-13,1,7.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 FEB,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 JAN,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 JUL,2015-10-13,1,8.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 JUN,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 MAR,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 MAY,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 NOV,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 OCT,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1996 SEP,2015-10-13,1,8.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 APR,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 AUG,2015-10-13,1,6.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 DEC,2015-10-13,1,6.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 FEB,2015-10-13,1,7.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 JAN,2015-10-13,1,7.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 JUL,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 JUN,2015-10-13,1,7.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 MAR,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 MAY,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 NOV,2015-10-13,1,6.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 OCT,2015-10-13,1,6.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1997 SEP,2015-10-13,1,6.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 APR,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 AUG,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 DEC,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 FEB,2015-10-13,1,6.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 JAN,2015-10-13,1,6.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 JUL,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 JUN,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 MAR,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 MAY,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 NOV,2015-10-13,1,6.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 OCT,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1998 SEP,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 APR,2015-10-13,1,6.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 AUG,2015-10-13,1,5.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 DEC,2015-10-13,1,5.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 FEB,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 JAN,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 JUL,2015-10-13,1,5.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 JUN,2015-10-13,1,6.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 MAR,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 MAY,2015-10-13,1,6.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 NOV,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 OCT,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1999 SEP,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 APR,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 AUG,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 DEC,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 FEB,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 JAN,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 JUL,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 JUN,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 MAR,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 MAY,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 NOV,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 OCT,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2000 SEP,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 APR,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 AUG,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 DEC,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 FEB,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 JAN,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 JUL,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 JUN,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 MAR,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 MAY,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 NOV,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 OCT,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2001 SEP,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 APR,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 AUG,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 DEC,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 FEB,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 JAN,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 JUL,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 JUN,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 MAR,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 MAY,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 NOV,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 OCT,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2002 SEP,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 APR,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 AUG,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 DEC,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 FEB,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 JAN,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 JUL,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 JUN,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 MAR,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 MAY,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 NOV,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 OCT,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2003 SEP,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 APR,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 AUG,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 DEC,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 FEB,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 JAN,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 JUL,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 JUN,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 MAR,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 MAY,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 NOV,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 OCT,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2004 SEP,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 APR,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 AUG,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 DEC,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 FEB,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 JAN,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 JUL,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 JUN,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 MAR,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 MAY,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 NOV,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 OCT,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2005 SEP,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 APR,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 AUG,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 DEC,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 FEB,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 JAN,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 JUL,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 JUN,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 MAR,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 MAY,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 NOV,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 OCT,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2006 SEP,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 APR,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 AUG,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 DEC,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 FEB,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 JAN,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 JUL,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 JUN,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 MAR,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 MAY,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 NOV,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 OCT,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2007 SEP,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 APR,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 AUG,2015-10-13,1,5.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 DEC,2015-10-13,1,6.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 FEB,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 JAN,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 JUL,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 JUN,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 MAR,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 MAY,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 NOV,2015-10-13,1,6.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 OCT,2015-10-13,1,6.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2008 SEP,2015-10-13,1,6.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 APR,2015-10-13,1,7.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 AUG,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 DEC,2015-10-13,1,7.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 FEB,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 JAN,2015-10-13,1,6.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 JUL,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 JUN,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 MAR,2015-10-13,1,7.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 MAY,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 NOV,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 OCT,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2009 SEP,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 APR,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 AUG,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 DEC,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 FEB,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 JAN,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 JUL,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 JUN,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 MAR,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 MAY,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 NOV,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 OCT,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2010 SEP,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 APR,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 AUG,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 DEC,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 DEC,2019-02-19,40,8.4,"Unemployment rate (aged 16 and over, seasonally adjusted)"
2011 DEC,2024-12-17,107,8.3,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2011 FEB,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 JAN,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 JUL,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 JUN,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 MAR,2015-10-13,1,7.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 MAY,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 NOV,2015-10-13,1,8.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 OCT,2015-10-13,1,8.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2011 SEP,2015-10-13,1,8.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 APR,2015-10-13,1,8.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 AUG,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 AUG,2024-12-17,107,7.8,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2012 DEC,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 FEB,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 JAN,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 JUL,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 JUN,2015-10-13,1,8.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 JUN,2017-05-16,19,8.0,"Unemployment rate (aged 16 and over, seasonally adjusted)"
2012 MAR,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 MAY,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 NOV,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 OCT,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 SEP,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2012 SEP,2024-12-17,107,7.8,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2013 APR,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2013 APR,2024-12-17,107,7.7,"Unemployment rate (aged 16 and over, seasonally adjusted): %"
2013 AUG,2015-10-13,1,7.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
2013 DEC,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
